,Influencers,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago,AgeOfTweet,TweetAgeType
57,katyperry,05/21/2018,addicted/obsessed https://t.co/kHW2sRjyqz,0.0,0.0,0.0,1.0,43,40,1
58,katyperry,05/21/2018,🌼 @maddiepoppe Authentic AF.,0.0,0.0,0.0,1.0,42,41,1
59,katyperry,05/21/2018,NEVER WASTE A FRINGE @GabbyBarrett_ ☝🏻💁🏼,0.4356,0.418,0.0,0.582,41,41,1
60,katyperry,05/21/2018,🤠 @calebleemusic Don't Close Your Eyes is your essence and why we all fell in love with you months ago. Keep that c… https://t.co/eVhppIrGPO,0.6369,0.144,0.0,0.856,40,41,1
61,katyperry,05/21/2018,"“Fake it until you make it and  then when you make it, shake and bake it” -@LukeBryanOnline 😝🤦🏼‍♂️ #AmericanIdolFinale",-0.1779,0.0,0.086,0.914,39,41,1
62,katyperry,05/20/2018,You can travel the 🌎 but nothing comes close to the SB coast🏠About to hit stage for a long awaited homecoming benef… https://t.co/EpTqldVs0r,-0.0387,0.0,0.048,0.952,38,42,1
63,katyperry,05/18/2018,Add me to the group of most. #gunreformnow https://t.co/14VN4jSmat,0.0,0.0,0.0,1.0,37,43,1
64,katyperry,05/17/2018,"#tbt to Lions and Frida and tacos, oh my! 🦁🌮😱 Mexico, I had so much fun with you. Te amo! You’re up next, Europe! 🔜 https://t.co/6My2GwoV9f",0.6656,0.151,0.0,0.849,36,44,1
65,katyperry,05/17/2018,"I don’t even say “I can’t wait...” anymore. That statement says I don’t have the patience and actually, I know I do… https://t.co/sLc7G0BZQo",0.0,0.0,0.0,1.0,35,44,1
66,katyperry,05/17/2018,"Everything is energy, words are vibrations, remember words are ARE powerful. Change I can’t to I can. I won’t to I… https://t.co/m9YtMlXYJr",0.5994,0.224,0.0,0.776,34,44,1
67,katyperry,05/16/2018,"3⃣ more days until Witness: Coming Home, a benefit for the community of my ❤, Santa Barbara. Bid now for 🎟 to this… https://t.co/oAJag26DAx",0.4588,0.115,0.0,0.885,33,45,1
68,katyperry,05/16/2018,My 👑 queens 👑 @HookedOnDolls and my 😇 Angel 😇  @OhElleYeah  are coming with me to Johannesburg! See you soon ‼️… https://t.co/wEgCELnJAh,0.7424,0.195,0.0,0.805,32,46,1
69,katyperry,05/16/2018,LAURELLLLLLLLLLLLLLLLLL,0.0,0.0,0.0,1.0,31,46,1
70,katyperry,05/16/2018,@HighwayKatyCorn Pinot Noir,0.0,0.0,0.0,1.0,30,46,1
71,katyperry,05/16/2018,@colleenseleven No how cause I haven’t been on here in a min,-0.296,0.0,0.196,0.804,29,46,1
72,katyperry,05/16/2018,*you’re (leaves twitter),0.0,0.0,0.0,1.0,28,46,1
73,katyperry,05/16/2018,"Furthermore, it should be submitted to get its own national holiday. I’m over these made up holidays to sell more j… https://t.co/8TrrJUN5bv",0.6486,0.209,0.0,0.791,27,46,1
74,katyperry,05/16/2018,Honestly whoever named it a “lazy Susan” wasn’t giving it enough credit. That thing can serve several people in one… https://t.co/CN67rECqg3,0.7906,0.32,0.0,0.68,26,46,1
75,katyperry,05/16/2018,Who ate my snacks?! #EndARelationshipIn4Words,0.0,0.0,0.0,1.0,25,46,1
76,katyperry,05/16/2018,"WHAT 👏🏼 A 👏🏼 LINEUP❗️
The #AmericanIdol finale is almost here and we are going out BIG! 💥 Watch 📺, vote ✅, and list… https://t.co/aIFnuCF4Rf",-0.4199,0.0,0.083,0.917,24,46,1
77,katyperry,05/14/2018,AUSTRALIA! 🇦🇺 The final encore shows in Adelaide &amp; Sydney are on sale now! Get your 🎟 at https://t.co/VNXmphRhJe an… https://t.co/jhIO18EKHx,0.0,0.0,0.0,1.0,23,48,1
78,katyperry,05/14/2018,Are you watching this Mother’s Day themed #AmericanIdol? I hope you’re tuning in and snuggling with your mama! ❤️… https://t.co/Y8HXzbM5YO,0.4926,0.151,0.0,0.849,22,48,1
79,katyperry,05/13/2018,Things are HEATING UP🔥 Tune in at 5pm local time and ☑VOTE☑ for who you want to be in the #AmericanIdol FINALE! 🎤🏆 https://t.co/PdwtnPJJWu,0.1511,0.065,0.0,0.935,21,48,1
80,katyperry,05/13/2018,Issa word 🤗👑♥️ https://t.co/fUfb0lfBTT,0.0,0.0,0.0,1.0,20,49,1
81,katyperry,05/11/2018,Don’t forget to take everything with a himayalain grain of salt AND laugh at the devil daily ♥️,-0.4019,0.145,0.253,0.602,19,51,1
82,katyperry,05/10/2018,"✨3 Wise WOWmen ✨ 

#TBT 📸 @ronyalwin @ St Marks Hotel New York City https://t.co/le51JFMQX9",0.6597,0.278,0.0,0.722,18,51,1
83,katyperry,05/10/2018,Isn’t it so wonderful that with every new day there is a new opportunity to see things differently and live more gracefully? ♥️,0.9049,0.36,0.0,0.64,17,51,1
84,katyperry,05/10/2018,There’s only two states of being. Love or Fear. Which one will you choose? ♥️,0.25,0.196,0.15,0.654,16,52,1
85,katyperry,05/10/2018,Love you too my Earth Angel. ♥️ https://t.co/peMHCfLNhW,0.6369,0.344,0.0,0.656,15,52,1
86,katyperry,05/09/2018,Though I walk through the valley of the shadow of death...… https://t.co/VspKHAwjEt,0.0,0.0,0.0,1.0,14,53,1
87,katyperry,05/08/2018,"🇦🇺! You asked for it! I'm ADDING ✌🏼MORE SHOWS! See you in Adelaide on July 28 and Sydney August 17
🎟 go on sale at… https://t.co/qcg5R40ayw",0.0,0.0,0.0,1.0,13,53,1
88,katyperry,05/08/2018,Best dressed: Greta Gerwig #METGALA18,0.6369,0.512,0.0,0.488,12,54,1
89,katyperry,05/07/2018,I knew I wore that Donald Duck hat for a reason! 😝 https://t.co/Gcae66wS9O,0.0,0.0,0.0,1.0,11,55,1
90,katyperry,05/07/2018,Are you watching?! ♥️ #americanidol https://t.co/OxHNxCJleZ,0.0,0.0,0.0,1.0,10,55,1
91,katyperry,05/07/2018,“...when you gotta lil hitch in your giddy up...”- @LukeBryanOnline 😝🐴 #americanidol,-0.1531,0.0,0.127,0.873,9,55,1
92,katyperry,05/07/2018,TUNE IN NOW 📺 AND VOTE! ✅ #americanidol,0.0,0.0,0.0,1.0,8,55,1
93,katyperry,05/05/2018,"I need a Mai Tai, so f*ckin' sci-fi
Give me the password, to the fuckin' WiFi. (OMFG THESE LYRICS/LEWKS &amp; VIDEO🚨IM… https://t.co/a7XGddT7d7",0.0,0.0,0.0,1.0,7,57,1
94,katyperry,05/04/2018,Y’ALL! I’m having TWO ✌🏼 much fun to stop now... so why don’t we keep it going!? 🚨 🔈EXCITED TO ANNOUNCE that… https://t.co/lFerHehptK,0.7081,0.201,0.062,0.737,6,57,1
95,katyperry,05/03/2018,#TBT This weekend marked the 10th anniversary of the release of I Kissed A Girl! 💋 Thank you for believing in me th… https://t.co/ew5vUSlmvF,0.8016,0.291,0.0,0.709,5,58,1
96,katyperry,04/30/2018,Cindy lent me her shoes 🤷🏼‍♂️ https://t.co/2qCO8kJVyW,0.0,0.0,0.0,1.0,4,61,1
97,katyperry,04/30/2018,"dress for the job you want, not for the job you have... ✨ https://t.co/8SJxHOWdgW",0.3818,0.231,0.0,0.769,3,61,1
98,katyperry,04/30/2018,Someday my prince will come✨Today I got Happy and Dopey 😑 And now I'm Sleepy. 😴 See you next week 😘 #AmericanIdol https://t.co/9yp0MZeemR,0.7579,0.213,0.0,0.787,2,62,1
99,katyperry,04/30/2018,VOTE ✅ VOTE ✅  VOTE ✅ https://t.co/MZVX4xCyJe @AmericanIdol @RyanSeacrest https://t.co/eejrP8Bmdm,0.0,0.0,0.0,1.0,1,62,1
100,BarackObama,06/18/2018,RT @MichelleObama: Sometimes truth transcends party. https://t.co/TeFM7NmNzU,0.6124,0.5,0.0,0.5,100,12,1
101,BarackObama,06/12/2018,Congratulations to the @Capitals! This @NHLBlackhawks fan knows what it’s like to lift that cup – and I’m happy for… https://t.co/9LG5lxLQC7,0.9134,0.442,0.0,0.558,99,18,1
102,BarackObama,06/08/2018,"“Low plastic stool, cheap but delicious noodles, cold Hanoi beer.” This is how I’ll remember Tony. He taught us abo… https://t.co/l79o6OyNAT",0.7227,0.202,0.0,0.798,98,22,1
103,BarackObama,06/01/2018,"This National Gun Violence Awareness Day, show your commitment to keeping our kids safe from gun violence. Then, fo… https://t.co/Nr5qxK8sgu",-0.8176,0.169,0.4,0.431,97,29,1
104,BarackObama,05/28/2018,"We can never truly repay the debt we owe our fallen heroes. But we can remember them, honor their sacrifice, and af… https://t.co/iHLhFdhoZQ",0.5018,0.218,0.175,0.607,96,33,1
105,BarackObama,05/23/2018,This Center is for the leaders of tomorrow who are ready to step up and build the world as it should be. Michelle a… https://t.co/XN7anzCTst,0.3612,0.094,0.0,0.906,95,38,1
106,BarackObama,05/13/2018,"Happy Mother’s Day to every mom out there, especially the remarkable moms in my life, @MichelleObama and my mother-… https://t.co/QsZPuZ2OoJ",0.8214,0.296,0.0,0.704,94,49,1
107,BarackObama,05/08/2018,There are few issues more important to the security of the US than the potential spread of nuclear weapons or the p… https://t.co/ym4YTPpbWl,0.1513,0.164,0.106,0.73,93,53,1
108,BarackObama,05/02/2018,RT @MichelleObama: Happy #CollegeSigningDay! So excited to be in Philly to celebrate all the young people making the commitment to higher e…,0.9183,0.419,0.0,0.581,92,59,1
109,BarackObama,04/23/2018,"These talented young people will create a better future not just in Africa, but around the world. I can’t wait to s… https://t.co/0YgQxnOrz9",0.5647,0.239,0.0,0.761,91,68,1
110,BarackObama,04/18/2018,Our statement on the passing of Former First Lady Barbara Bush: https://t.co/MhTVYCL9Nj,0.0,0.0,0.0,1.0,90,74,1
111,BarackObama,04/16/2018,RT @ObamaFoundation: We just announced the inaugural class of #ObamaFellows. These 20 civic leaders have carried out inspiring work around…,0.4215,0.128,0.0,0.872,89,76,1
112,BarackObama,04/04/2018,"RT @ObamaFoundation: This week—50 years since Dr. Martin Luther King, Jr. was killed—@BarackObama and @RepJohnLewis sat down with a group o…",0.0,0.0,0.0,1.0,88,88,1
113,BarackObama,03/25/2018,Incredible to have a Chicago team in the Final Four. I’ll take that over an intact bracket any day! Congratulations… https://t.co/V9IbaSlbIp,0.2714,0.099,0.0,0.901,87,97,1
114,BarackObama,03/24/2018,Michelle and I are so inspired by all the young people who made today’s marches happen. Keep at it. You’re leading… https://t.co/d0DTg594Cs,0.6269,0.171,0.0,0.829,86,98,1
115,BarackObama,03/19/2018,Our most important task as a nation is to make sure all our young people can achieve their dreams. We’ve started th… https://t.co/gNw9ks6pMY,0.7264,0.272,0.0,0.728,85,103,1
116,BarackObama,03/19/2018,"In Singapore with young people who are advocating for education, empowering young women, and getting involved all o… https://t.co/V5uHCeMWUa",0.0,0.0,0.0,1.0,84,103,1
117,BarackObama,03/16/2018,41: I like the competition. And the loyalty to the home team. - 44 https://t.co/XG3ChMtW0M,0.7184,0.353,0.0,0.647,83,107,1
118,BarackObama,03/15/2018,Congrats to @LoyolaChicago and Sister Jean for a last-second upset - I had faith in my pick!,0.5983,0.323,0.129,0.547,82,107,1
119,BarackObama,03/14/2018,"Just because I have more time to watch games doesn’t mean my picks will be better, but here are my brackets this ye… https://t.co/gWpZwlceV3",0.2382,0.081,0.0,0.919,81,108,1
120,BarackObama,06/18/2018,RT @MichelleObama: Sometimes truth transcends party. https://t.co/TeFM7NmNzU,0.6124,0.5,0.0,0.5,80,12,1
121,BarackObama,06/12/2018,Congratulations to the @Capitals! This @NHLBlackhawks fan knows what it’s like to lift that cup – and I’m happy for… https://t.co/9LG5lxLQC7,0.9134,0.442,0.0,0.558,79,18,1
122,BarackObama,06/08/2018,"“Low plastic stool, cheap but delicious noodles, cold Hanoi beer.” This is how I’ll remember Tony. He taught us abo… https://t.co/l79o6OyNAT",0.7227,0.202,0.0,0.798,78,22,1
123,BarackObama,06/01/2018,"This National Gun Violence Awareness Day, show your commitment to keeping our kids safe from gun violence. Then, fo… https://t.co/Nr5qxK8sgu",-0.8176,0.169,0.4,0.431,77,29,1
124,BarackObama,05/28/2018,"We can never truly repay the debt we owe our fallen heroes. But we can remember them, honor their sacrifice, and af… https://t.co/iHLhFdhoZQ",0.5018,0.218,0.175,0.607,76,33,1
125,BarackObama,05/23/2018,This Center is for the leaders of tomorrow who are ready to step up and build the world as it should be. Michelle a… https://t.co/XN7anzCTst,0.3612,0.094,0.0,0.906,75,38,1
126,BarackObama,05/13/2018,"Happy Mother’s Day to every mom out there, especially the remarkable moms in my life, @MichelleObama and my mother-… https://t.co/QsZPuZ2OoJ",0.8214,0.296,0.0,0.704,74,49,1
127,BarackObama,05/08/2018,There are few issues more important to the security of the US than the potential spread of nuclear weapons or the p… https://t.co/ym4YTPpbWl,0.1513,0.164,0.106,0.73,73,53,1
128,BarackObama,05/02/2018,RT @MichelleObama: Happy #CollegeSigningDay! So excited to be in Philly to celebrate all the young people making the commitment to higher e…,0.9183,0.419,0.0,0.581,72,59,1
129,BarackObama,04/23/2018,"These talented young people will create a better future not just in Africa, but around the world. I can’t wait to s… https://t.co/0YgQxnOrz9",0.5647,0.239,0.0,0.761,71,68,1
130,BarackObama,04/18/2018,Our statement on the passing of Former First Lady Barbara Bush: https://t.co/MhTVYCL9Nj,0.0,0.0,0.0,1.0,70,74,1
131,BarackObama,04/16/2018,RT @ObamaFoundation: We just announced the inaugural class of #ObamaFellows. These 20 civic leaders have carried out inspiring work around…,0.4215,0.128,0.0,0.872,69,76,1
132,BarackObama,04/04/2018,"RT @ObamaFoundation: This week—50 years since Dr. Martin Luther King, Jr. was killed—@BarackObama and @RepJohnLewis sat down with a group o…",0.0,0.0,0.0,1.0,68,88,1
133,BarackObama,03/25/2018,Incredible to have a Chicago team in the Final Four. I’ll take that over an intact bracket any day! Congratulations… https://t.co/V9IbaSlbIp,0.2714,0.099,0.0,0.901,67,97,1
134,BarackObama,03/24/2018,Michelle and I are so inspired by all the young people who made today’s marches happen. Keep at it. You’re leading… https://t.co/d0DTg594Cs,0.6269,0.171,0.0,0.829,66,98,1
135,BarackObama,03/19/2018,Our most important task as a nation is to make sure all our young people can achieve their dreams. We’ve started th… https://t.co/gNw9ks6pMY,0.7264,0.272,0.0,0.728,65,103,1
136,BarackObama,03/19/2018,"In Singapore with young people who are advocating for education, empowering young women, and getting involved all o… https://t.co/V5uHCeMWUa",0.0,0.0,0.0,1.0,64,103,1
137,BarackObama,03/16/2018,41: I like the competition. And the loyalty to the home team. - 44 https://t.co/XG3ChMtW0M,0.7184,0.353,0.0,0.647,63,107,1
138,BarackObama,03/15/2018,Congrats to @LoyolaChicago and Sister Jean for a last-second upset - I had faith in my pick!,0.5983,0.323,0.129,0.547,62,107,1
139,BarackObama,03/14/2018,"Just because I have more time to watch games doesn’t mean my picks will be better, but here are my brackets this ye… https://t.co/gWpZwlceV3",0.2382,0.081,0.0,0.919,61,108,1
140,BarackObama,03/14/2018,Have fun out there among the stars. https://t.co/S285MTwGtp,0.5106,0.32,0.0,0.68,60,108,1
141,BarackObama,03/12/2018,"Four years ago, @MichelleObama and I had the privilege to host Lt. Cmdr. Dan Cnossen and his fellow Paralympians an… https://t.co/kneWyU2Tu1",0.3612,0.116,0.0,0.884,59,110,1
142,BarackObama,02/28/2018,"I got my start holding community meetings in Chicago, so it was fun to be home for one tonight. Michelle and I want… https://t.co/1ammpZayJx",0.552,0.145,0.0,0.855,58,123,1
143,BarackObama,02/22/2018,"Young people have helped lead all our great movements. How inspiring to see it again in so many smart, fearless stu… https://t.co/wXO3wBtJ8V",0.9192,0.42,0.0,0.58,57,128,1
144,BarackObama,02/21/2018,"Billy Graham was a humble servant who prayed for so many - and who, with wisdom and grace, gave hope and guidance t… https://t.co/V8WtgIRPEB",0.8442,0.324,0.0,0.676,56,129,1
145,BarackObama,02/15/2018,We are grieving with Parkland. But we are not powerless. Caring for our kids is our first job. And until we can hon… https://t.co/LWGSkzRapH,-0.2846,0.115,0.186,0.699,55,135,1
146,BarackObama,02/14/2018,"Happy Valentine’s Day, @MichelleObama. You make every day and every place better. https://t.co/aWvyytR7Mm",0.765,0.375,0.0,0.625,54,136,1
147,BarackObama,02/14/2018,"RT @MichelleObama: Happy #ValentinesDay to my one and only, @BarackObama. To celebrate the occasion, I’m dedicating a little Valentine’s Da…",0.8126,0.303,0.0,0.697,53,136,1
148,BarackObama,01/15/2018,"Dr. King was 26 when the Montgomery bus boycott began. He started small, rallying others who believed their efforts… https://t.co/N0zwBg7gTi",-0.3182,0.0,0.108,0.892,52,167,1
149,BarackObama,12/29/2017,"All across America people chose to get involved, get engaged and stand up. Each of us can make a difference, and al… https://t.co/zxpKVnNeHZ",0.4019,0.114,0.0,0.886,51,183,2
150,BarackObama,12/29/2017,"Ten-year-old Jahkil Jackson is on a mission to help homeless people in Chicago. He created kits full of socks, toil… https://t.co/7mNk6dmnyC",0.5719,0.207,0.0,0.793,50,183,2
151,BarackObama,12/29/2017,"Chris Long gave his paychecks from the first six games of the NFL season to fund scholarships in Charlottesville, V… https://t.co/KxUk5Wle6h",0.0,0.0,0.0,1.0,49,183,2
152,BarackObama,12/29/2017,"Kat Creech, a wedding planner in Houston, turned a postponed wedding into a volunteer opportunity for Hurricane Har… https://t.co/MCXiSuAVJN",0.25,0.151,0.097,0.753,48,183,2
153,BarackObama,12/29/2017,"As we count down to the new year, we get to reflect and prepare for what’s ahead. For all the bad news that seemed… https://t.co/WaUHkVww2g",-0.5423,0.0,0.127,0.873,47,183,2
154,BarackObama,12/27/2017,"RT @MBK_Alliance: I am my Brother’s Keeper. 
Watch our new PSA with @BarackObama, @StephenCurry30 &amp; @chancetherapper, then take action to s…",0.0,0.0,0.0,1.0,46,185,2
155,BarackObama,12/25/2017,"On behalf of the Obama family, Merry Christmas! We wish you joy and peace this holiday season. https://t.co/CNFUZrhrBj",0.951,0.565,0.0,0.435,45,187,2
156,BarackObama,12/14/2017,There's no better time than the holiday season to reach out and give back to our communities. Great to hear from yo… https://t.co/gp5dCy9oN2,0.8225,0.348,0.071,0.581,44,198,2
157,BarackObama,12/13/2017,"Happy Hanukkah, everybody, from the Obama family to yours. Chag Sameach!",0.6114,0.285,0.0,0.715,43,200,2
158,BarackObama,12/11/2017,Just got off a call to thank folks who are working hard to help more Americans across the country sign up for healt… https://t.co/A9QvCySWJ8,0.5859,0.195,0.053,0.752,42,201,2
159,BarackObama,12/04/2017,RT @ObamaFoundation: Watch: We hosted a Town Hall in New Delhi with @BarackObama and young leaders about how to drive change and make an im…,0.0,0.0,0.0,1.0,41,208,2
160,BarackObama,11/27/2017,Michelle and I are delighted to congratulate Prince Harry and Meghan Markle on their engagement. We wish you a life… https://t.co/KC9nmjZPuX,0.9042,0.449,0.0,0.551,40,215,2
161,BarackObama,11/23/2017,"From the Obama family to yours, we wish you a Happy Thanksgiving full of joy and gratitude. https://t.co/xAvSQwjQkz",0.926,0.509,0.0,0.491,39,220,2
162,BarackObama,11/20/2017,"ME:  Joe, about halfway through the speech, I’m gonna wish you a happy birth--
BIDEN:  IT’S MY BIRTHDAY!
ME:  Joe.… https://t.co/5qLUsDoaMi",0.7712,0.271,0.0,0.729,38,222,2
163,BarackObama,11/11/2017,"RT @ObamaFoundation: Today, we honor those who have honored our country with its highest form of service. https://t.co/IbJNCwIofL https://t…",0.7906,0.292,0.0,0.708,37,231,2
164,BarackObama,11/08/2017,This is what happens when the people vote. Congrats @RalphNortham and @PhilMurphyNJ . And congratulations to all th… https://t.co/ZvUKZIDGAj,0.8074,0.313,0.0,0.687,36,235,2
165,BarackObama,11/07/2017,Every election matters - those who show up determine our future. Go vote tomorrow! https://t.co/j1wh8hLamw,0.1007,0.097,0.0,0.903,35,236,2
166,BarackObama,11/06/2017,May God also grant all of us the wisdom to ask what concrete steps we can take to reduce the violence and weaponry in our midst.,0.25,0.229,0.171,0.6,34,237,2
167,BarackObama,11/06/2017,"We grieve with all the families in Sutherland Springs harmed by this act of hatred, and we’ll stand with the survivors as they recover...",-0.872,0.0,0.32,0.68,33,237,2
168,BarackObama,11/01/2017,"Starting today, you can sign up for 2018 health coverage. Head on over to https://t.co/ob1Ynoesod and find a plan t… https://t.co/6eN1Y5TQGV",0.0,0.0,0.0,1.0,32,242,2
169,BarackObama,11/01/2017,Michelle and I are thinking of the victims of today's attack in NYC and everyone who keeps us safe. New Yorkers are as tough as they come.,-0.4588,0.091,0.217,0.692,31,242,2
170,BarackObama,10/30/2017,"Hello, #ObamaSummit! Thrilled to host civic leaders in Chicago from all over the world. Follow along at @ObamaFoundation.",0.4926,0.158,0.0,0.842,30,243,2
171,BarackObama,10/23/2017,"I’ll let you and @ladygaga handle the singing, and we’ll handle the donations. There’s still time to give:… https://t.co/0NnaR3bozh",0.0,0.0,0.0,1.0,29,250,2
172,BarackObama,10/22/2017,Tonight the ex-Presidents are getting together in Texas to support all our fellow Americans rebuilding from this ye… https://t.co/nFSou6JC6n,0.4019,0.13,0.0,0.87,28,252,2
173,BarackObama,10/16/2017,"I'm grateful to @SenJohnMcCain for his lifetime of service to our country. Congratulations, John, on receiving this year's Liberty Medal.",0.9246,0.456,0.0,0.544,27,257,2
174,BarackObama,10/02/2017,Michelle &amp; I are praying for the victims in Las Vegas. Our thoughts are with their families &amp; everyone enduring another senseless tragedy.,-0.6369,0.089,0.238,0.674,26,272,2
175,BarackObama,09/30/2017,Proud to cheer on Team USA at the Invictus Games today with my friend Joe. You represent the best of our country. https://t.co/WBzcltmgqj,0.93,0.421,0.0,0.579,25,274,2
176,BarackObama,09/26/2017,"We're expanding our efforts to help Puerto Rico &amp; the USVI, where our fellow Americans need us right now. Join us a… https://t.co/gkrp1RwXR4",0.5994,0.189,0.0,0.811,24,277,2
177,BarackObama,09/25/2017,"Prosecutor, soldier, family man, citizen. Beau made us want to be better. What a legacy to leave. What a testament… https://t.co/XDtkLu32wd",0.4588,0.196,0.056,0.748,23,278,2
178,BarackObama,09/20/2017,RT @gatesfoundation: President @BarackObama addresses #Goalkeepers17 starting at 12:40 PM. Tune in here: https://t.co/XmHBErSHYw,0.0,0.0,0.0,1.0,22,283,2
179,BarackObama,09/20/2017,Thinking about our neighbors in Mexico and all our Mexican-American friends tonight. Cuidense mucho y un fuerte abrazo para todos.,0.4767,0.147,0.0,0.853,21,284,2
180,BarackObama,09/18/2017,"Coding is important – and fun. @CSforAll, thanks for your work to make sure every kid can compete in a high-tech, g… https://t.co/xwlnvxsjKb",0.8519,0.377,0.0,0.623,20,285,2
181,BarackObama,09/13/2017,Michelle and I want the @ObamaFoundation to inspire and empower people to change the world. Here's how we're gettin… https://t.co/xY0UhBSvqp,0.6124,0.227,0.0,0.773,19,291,2
182,BarackObama,09/11/2017,We remember everyone we lost on 9/11 and honor all who defend our country and our ideals. No act of terror will ever change who we are.,-0.4404,0.143,0.226,0.63,18,292,2
183,BarackObama,09/10/2017,"RT @GeorgeHWBush: Across the U.S., Americans have answered the call to help with hurricane recovery. Praying for all Floridians. #Irma http…",0.6369,0.215,0.0,0.785,17,293,2
184,BarackObama,09/08/2017,Proud of these McKinley Tech students—inspiring young minds that make me hopeful about our future. https://t.co/nqYC1mjjTB,0.7506,0.314,0.0,0.686,16,295,2
185,BarackObama,09/07/2017,Americans always answer the call. https://t.co/SV1jixOExu https://t.co/ktEvL6s89d,0.0,0.0,0.0,1.0,15,296,2
186,BarackObama,09/05/2017,"To target hopeful young strivers who grew up here is wrong, because they’ve done nothing wrong. My statement: https://t.co/TCxZdld7L4",-0.4404,0.129,0.243,0.627,14,298,2
187,BarackObama,08/27/2017,Thank you to all the first responders and people helping each other out. That's what we do as Americans. Here's one… https://t.co/I3RHWyZe31,0.5719,0.19,0.0,0.81,13,307,2
188,BarackObama,08/17/2017,Michelle and I are thinking of the victims and their families in Barcelona. Americans will always stand with our Spanish friends. Un abrazo.,0.2023,0.122,0.091,0.787,12,317,2
189,BarackObama,08/13/2017,"""...For love comes more naturally to the human heart than its opposite."" - Nelson Mandela",0.6369,0.244,0.0,0.756,11,322,2
190,BarackObama,08/13/2017,"""People must learn to hate, and if they can learn to hate, they can be taught to love...""",-0.8126,0.0,0.316,0.684,10,322,2
191,BarackObama,08/13/2017,"""No one is born hating another person because of the color of his skin or his background or his religion..."" https://t.co/InZ58zkoAm",-0.6705,0.0,0.224,0.776,9,322,2
192,BarackObama,07/20/2017,"John McCain is an American hero &amp; one of the bravest fighters I've ever known. Cancer doesn't know what it's up against. Give it hell, John.",-0.5106,0.181,0.268,0.551,8,346,2
193,BarackObama,06/22/2017,Health care has always been about something bigger than politics: it's about the character of our country. https://t.co/UqLO14Hef7,0.4939,0.158,0.0,0.842,7,373,3
194,BarackObama,06/18/2017,"Of all that I've done in my life, I'm most proud to be Sasha and Malia's dad. To all those lucky enough to be a dad… https://t.co/XSqMhcSuvR",0.7346,0.205,0.0,0.795,6,377,3
195,BarackObama,06/02/2017,"On this National Gun Violence Awareness Day, let your voice be heard and show your commitment to reducing gun viole… https://t.co/S7dth6Ywb0",-0.743,0.091,0.312,0.596,5,393,3
196,BarackObama,05/29/2017,Forever grateful for the service and sacrifice of all who fought to protect our freedoms and defend this country we… https://t.co/BwRS0onlOL,0.6705,0.288,0.085,0.627,4,398,3
197,BarackObama,05/27/2017,Good to see my friend Prince Harry in London to discuss the work of our foundations &amp; offer condolences to victims… https://t.co/f1U8It8AmE,0.7269,0.234,0.0,0.766,3,400,3
198,BarackObama,05/25/2017,"Through faith, love, and resolve the character of the people of Manchester has shown itself.  Our thoughts &amp; prayer… https://t.co/xyMer891Zo",0.8625,0.361,0.0,0.639,2,402,3
199,BarackObama,05/23/2017,Our hearts go out to those killed and wounded in Manchester. Americans will always stand shoulder to shoulder with the people of the UK.,-0.6705,0.0,0.164,0.836,1,403,3
200,taylorswift13,06/24/2018,"Angels 😇 
@RobbieWilliams
https://t.co/A6rx5WA0ie",0.4588,0.333,0.0,0.667,100,6,1
201,taylorswift13,05/25/2018,Amazing @JamesBayMusic! 👏👏👏👏👏👏👏👏👏👏👏👏👏 https://t.co/9RDrCEbKBc,0.6239,0.577,0.0,0.423,99,37,1
202,taylorswift13,05/22/2018,Thanks @vmagazine ❤️ See you tonight Seattle!! https://t.co/VB78rGXO7C,0.5399,0.303,0.0,0.697,98,39,1
203,taylorswift13,05/12/2018,RT @Variety: Taylor Swift Dazzles on Opening Night of 'Reputation' Tour @taylorswfit13 https://t.co/lGp9dgDYSr,0.2023,0.13,0.0,0.87,97,49,1
204,taylorswift13,05/12/2018,RT @RollingStone: Taylor Swift kicked off her 'Reputation' tour last night in Arizona. Rob Sheffield on why this trek is her finest yet htt…,-0.4215,0.066,0.131,0.803,96,49,1
205,taylorswift13,05/12/2018,RT @mercnews: Review: Taylor Swift delivers near-perfect pop show in Bay Area https://t.co/aOoOAMGCGV https://t.co/EQa5YuTRO9,0.2023,0.122,0.0,0.878,95,49,1
206,taylorswift13,05/11/2018,RT @charli_xcx: 💕CHARLI💕CAMILA💕TAYLOR💕 SEE U 2NIGHT SANTA CLARA !!!!!! https://t.co/dCaEIaFmRR,0.0,0.0,0.0,1.0,94,50,1
207,taylorswift13,05/05/2018,"RT @Camila_Cabello: ALSO ""10 SONGS FROM PAST ALBUMS"" MY HEAD IS SPINNING?!! WILL A HEY STEPHEN, OR CHANGE BE THROWN IN? ENCHANTED?! LONG LI…",0.0,0.0,0.0,1.0,93,56,1
208,taylorswift13,05/05/2018,RT @Camila_Cabello: THERE’S FOUR DAYS TILL THE REPUTATION TOUR HOLD MY WIG,0.0,0.0,0.0,1.0,92,56,1
209,taylorswift13,04/11/2018,It's National Siblings Day! Check out Austin's movie 😁 https://t.co/Zqx5hLj6of,0.5093,0.202,0.0,0.798,91,81,1
210,taylorswift13,03/30/2018,Vertical video for #Delicate out now. Only on @Spotify ✨ https://t.co/ZHvrH7k1PN https://t.co/nhcfIv97gR,0.3182,0.173,0.0,0.827,90,93,1
